100 end, 2, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 5.714303e-07
2400 end, 2, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 1.370766e-05
**********************************
2500 end, 2, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 1.573850e-05
**********************************
2600 end, 2, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 1.807021e-05
**********************************
2700 end, 2, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 2.074738e-05
**********************************
2800 end, 2, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 2.382118e-05
**********************************
2900 end, 2, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 2.735037e-05
**********************************
3000 end, 2, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 3.140243e-05
**********************************
3100 end, 2, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 3.605482e-05
**********************************
3200 end, 3, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 4.139647e-05
**********************************
3300 end, 2, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 4.752950e-05
**********************************
3400 end, 3, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 5.457117e-05
**********************************
3500 end, 3, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 6.265609e-05
**********************************
3600 end, 3, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 7.193881e-05
**********************************
3700 end, 2, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 8.259681e-05
**********************************
3800 end, 3, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 9.483383e-05
**********************************
3900 end, 6, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 1.088838e-04
**********************************
4000 end, 3, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 1.250153e-04
**********************************
4100 end, 3, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 1.435368e-04
**********************************
4200 end, 3, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 1.648023e-04
**********************************
4300 end, 3, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 1.892184e-04
**********************************
4400 end, 3, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 2.172517e-04
**********************************
4500 end, 24, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 2.494384e-04
**********************************
4600 end, 3, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 2.863936e-04
**********************************
4700 end, 234, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 3.288238e-04
**********************************
4800 end, 1631, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 3.775403e-04
**********************************
4900 end, 3101, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 4.334742e-04
**********************************
5000 end, 7628, sigmazz: 0.000000e+00, MaxFn: -1.000000e+00, MaxUF: 0.000000e+00, Maxd: -1.000000e+00, cpNum: 0, er: 1.382506e-03, rMin: 4.976950e-04
**********************************
